Time,January,February ,March,April,May,June,July,August,September,October,November,December
01:00,0.075738489,0.088910401,0.102082312,0.102082312,0.102082312,0.092203378,0.088910401,0.085617423,0.085617423,0.092203378,0.085617423,0.079031467
02:00,0.072445512,0.085617423,0.098789334,0.102082312,0.098789334,0.088910401,0.085617423,0.082324445,0.082324445,0.088910401,0.082324445,0.075738489
03:00,0.069152534,0.082324445,0.095496356,0.098789334,0.098789334,0.088910401,0.085617423,0.082324445,0.082324445,0.088910401,0.079031467,0.072445512
04:00,0.065859556,0.082324445,0.095496356,0.098789334,0.095496356,0.088910401,0.082324445,0.079031467,0.079031467,0.085617423,0.079031467,0.072445512
05:00,0.065859556,0.079031467,0.092203378,0.095496356,0.095496356,0.085617423,0.082324445,0.079031467,0.079031467,0.085617423,0.075738489,0.069152534
06:00,0.065859556,0.079031467,0.092203378,0.095496356,0.095496356,0.085617423,0.082324445,0.079031467,0.079031467,0.085617423,0.075738489,0.069152534
07:00,0.065859556,0.079031467,0.092203378,0.098789334,0.098789334,0.088910401,0.085617423,0.082324445,0.082324445,0.088910401,0.075738489,0.069152534
08:00,0.072445512,0.085617423,0.098789334,0.10537529,0.10537529,0.095496356,0.088910401,0.085617423,0.085617423,0.095496356,0.088910401,0.079031467
09:00,0.082324445,0.092203378,0.10537529,0.111961245,0.108668267,0.098789334,0.092203378,0.092203378,0.092203378,0.098789334,0.095496356,0.088910401
10:00,0.092203378,0.102082312,0.115254223,0.118547201,0.115254223,0.10537529,0.098789334,0.095496356,0.095496356,0.10537529,0.10537529,0.098789334
11:00,0.098789334,0.108668267,0.121840178,0.125133156,0.121840178,0.108668267,0.102082312,0.098789334,0.102082312,0.111961245,0.111961245,0.10537529
12:00,0.10537529,0.115254223,0.128426134,0.128426134,0.125133156,0.111961245,0.10537529,0.102082312,0.10537529,0.118547201,0.118547201,0.111961245
13:00,0.111961245,0.121840178,0.13501209,0.13501209,0.128426134,0.115254223,0.108668267,0.10537529,0.10537529,0.121840178,0.121840178,0.115254223
14:00,0.115254223,0.125133156,0.138305067,0.13501209,0.131719112,0.118547201,0.108668267,0.10537529,0.108668267,0.121840178,0.125133156,0.118547201
15:00,0.115254223,0.125133156,0.138305067,0.138305067,0.131719112,0.118547201,0.108668267,0.10537529,0.108668267,0.121840178,0.125133156,0.118547201
16:00,0.111961245,0.125133156,0.13501209,0.13501209,0.131719112,0.118547201,0.108668267,0.10537529,0.108668267,0.121840178,0.121840178,0.115254223
17:00,0.108668267,0.121840178,0.131719112,0.131719112,0.128426134,0.115254223,0.108668267,0.102082312,0.10537529,0.118547201,0.115254223,0.111961245
18:00,0.102082312,0.115254223,0.125133156,0.128426134,0.121840178,0.111961245,0.10537529,0.098789334,0.102082312,0.111961245,0.108668267,0.10537529
19:00,0.098789334,0.108668267,0.121840178,0.121840178,0.118547201,0.108668267,0.102082312,0.095496356,0.098789334,0.108668267,0.10537529,0.102082312
20:00,0.095496356,0.10537529,0.118547201,0.118547201,0.115254223,0.10537529,0.098789334,0.095496356,0.095496356,0.10537529,0.102082312,0.098789334
21:00,0.092203378,0.102082312,0.115254223,0.115254223,0.111961245,0.102082312,0.095496356,0.092203378,0.095496356,0.102082312,0.098789334,0.095496356
22:00,0.088910401,0.098789334,0.111961245,0.111961245,0.108668267,0.098789334,0.095496356,0.088910401,0.092203378,0.098789334,0.095496356,0.088910401
23:00,0.082324445,0.095496356,0.108668267,0.108668267,0.10537529,0.095496356,0.092203378,0.088910401,0.088910401,0.098789334,0.092203378,0.085617423
00:00,0.079031467,0.092203378,0.10537529,0.10537529,0.102082312,0.095496356,0.088910401,0.085617423,0.085617423,0.095496356,0.088910401,0.082324445
